pair,effective_date,rate
USD/EUR,2015-10-13 ,1.1374 
USD/EUR,2015-10-14 ,1.1410 
USD/EUR,2015-10-15 ,1.1439 
USD/EUR,2015-10-16 ,1.1360 
USD/EUR,2015-10-19 ,1.1333 
USD/EUR,2015-10-20 ,1.1373 
USD/EUR,2015-10-21 ,1.1354 
USD/EUR,2015-10-22 ,1.1313 
USD/EUR,2015-10-23 ,1.1084 
USD/EUR,2015-10-26 ,1.1011 
USD/EUR,2015-10-27 ,1.1061 
USD/EUR,2015-10-28 ,1.1085 
USD/EUR,2015-10-29 ,1.0930 
USD/EUR,2015-10-30 ,1.1017 
USD/EUR,2015-11-02 ,1.1032 
USD/EUR,2015-11-03 ,1.0976 
USD/EUR,2015-11-04 ,1.0935 
USD/EUR,2015-11-05 ,1.0883 
USD/EUR,2015-11-06 ,1.0864 
USD/EUR,2015-11-09 ,1.0776 
USD/EUR,2015-11-10 ,1.0711 
USD/EUR,2015-11-11 ,1.0716 
USD/EUR,2015-11-12 ,1.0726 
USD/EUR,2015-11-13 ,1.0764 
USD/EUR,2015-11-16 ,1.0723 
USD/EUR,2015-11-17 ,1.0670 
USD/EUR,2015-11-18 ,1.0666 
USD/EUR,2015-11-19 ,1.0687 
USD/EUR,2015-11-20 ,1.0688 
USD/EUR,2015-11-23 ,1.0631 
USD/EUR,2015-11-24 ,1.0651 
USD/EUR,2015-11-25 ,1.0586 
USD/EUR,2015-11-26 ,1.0612 
USD/EUR,2015-11-27 ,1.0580 
USD/EUR,2015-11-30 ,1.0579 
USD/EUR,2015-12-01 ,1.0600 
USD/EUR,2015-12-02 ,1.0612 
USD/EUR,2015-12-03 ,1.0671 
USD/EUR,2015-12-04 ,1.0902 
USD/EUR,2015-12-07 ,1.0809 
USD/EUR,2015-12-08 ,1.0875 
USD/EUR,2015-12-09 ,1.0941 
USD/EUR,2015-12-10 ,1.0943 
USD/EUR,2015-12-11 ,1.0950 
USD/EUR,2015-12-14 ,1.0983 
USD/EUR,2015-12-15 ,1.0990 
USD/EUR,2015-12-16 ,1.0933 
USD/EUR,2015-12-17 ,1.0841 
USD/EUR,2015-12-18 ,1.0836 
USD/EUR,2015-12-21 ,1.0870 
USD/EUR,2015-12-22 ,1.0952 
USD/EUR,2015-12-23 ,1.0916 
USD/EUR,2015-12-24 ,1.0947 
USD/EUR,2015-12-28 ,1.0962 
USD/EUR,2015-12-29 ,1.0952 
USD/EUR,2015-12-30 ,1.0926 
USD/EUR,2015-12-31 ,1.0887 
USD/EUR,2016-01-04 ,1.0898 
USD/EUR,2016-01-05 ,1.0746 
USD/EUR,2016-01-06 ,1.0742 
USD/EUR,2016-01-07 ,1.0868 
USD/EUR,2016-01-08 ,1.0861 
USD/EUR,2016-01-11 ,1.0888 
USD/EUR,2016-01-12 ,1.0836 
USD/EUR,2016-01-13 ,1.0816 
USD/EUR,2016-01-14 ,1.0893 
USD/EUR,2016-01-15 ,1.0914 
USD/EUR,2016-01-18 ,1.0892 
USD/EUR,2016-01-19 ,1.0868 
USD/EUR,2016-01-20 ,1.0907 
USD/EUR,2016-01-21 ,1.0893 
USD/EUR,2016-01-22 ,1.0808 
USD/EUR,2016-01-25 ,1.0815 
USD/EUR,2016-01-26 ,1.0837 
USD/EUR,2016-01-27 ,1.0888 
USD/EUR,2016-01-28 ,1.0903 
USD/EUR,2016-01-29 ,1.0920 
USD/EUR,2016-02-01 ,1.0884 
USD/EUR,2016-02-02 ,1.0919 
USD/EUR,2016-02-03 ,1.0933 
USD/EUR,2016-02-04 ,1.1206 
USD/EUR,2016-02-05 ,1.1202 
USD/EUR,2016-02-08 ,1.1101 
USD/EUR,2016-02-09 ,1.1236 
USD/EUR,2016-02-10 ,1.1257 
USD/EUR,2016-02-11 ,1.1347 
USD/EUR,2016-02-12 ,1.1275 
USD/EUR,2016-02-15 ,1.1180 
USD/EUR,2016-02-16 ,1.1166 
USD/EUR,2016-02-17 ,1.1136 
USD/EUR,2016-02-18 ,1.1084 
USD/EUR,2016-02-19 ,1.1096 
USD/EUR,2016-02-22 ,1.1026 
USD/EUR,2016-02-23 ,1.1002 
USD/EUR,2016-02-24 ,1.0981 
USD/EUR,2016-02-25 ,1.1027 
USD/EUR,2016-02-26 ,1.1006 
USD/EUR,2016-02-29 ,1.0888 
USD/EUR,2016-03-01 ,1.0872 
USD/EUR,2016-03-02 ,1.0856 
USD/EUR,2016-03-03 ,1.0901 
USD/EUR,2016-03-04 ,1.0970 
USD/EUR,2016-03-07 ,1.0953 
USD/EUR,2016-03-08 ,1.1028 
USD/EUR,2016-03-09 ,1.0973 
USD/EUR,2016-03-10 ,1.0857 
USD/EUR,2016-03-11 ,1.1090 
USD/EUR,2016-03-14 ,1.1119 
USD/EUR,2016-03-15 ,1.1109 
USD/EUR,2016-03-16 ,1.1064 
USD/EUR,2016-03-17 ,1.1311 
USD/EUR,2016-03-18 ,1.1279 
USD/EUR,2016-03-21 ,1.1271 
USD/EUR,2016-03-22 ,1.1212 
USD/EUR,2016-03-23 ,1.1171 
USD/EUR,2016-03-24 ,1.1154 
USD/EUR,2016-03-29 ,1.1194 
USD/EUR,2016-03-30 ,1.1324 
USD/EUR,2016-03-31 ,1.1385 
USD/EUR,2016-04-01 ,1.1432 
USD/EUR,2016-04-04 ,1.1380 
USD/EUR,2016-04-05 ,1.1367 
USD/EUR,2016-04-06 ,1.1336 
USD/EUR,2016-04-07 ,1.1364 
USD/EUR,2016-04-08 ,1.1363 
USD/EUR,2016-04-11 ,1.1390 
USD/EUR,2016-04-12 ,1.1396 
USD/EUR,2016-04-13 ,1.1298 
USD/EUR,2016-04-14 ,1.1252 
USD/EUR,2016-04-15 ,1.1284 
USD/EUR,2016-04-18 ,1.1306 
USD/EUR,2016-04-19 ,1.1343 
USD/EUR,2016-04-20 ,1.1379 
USD/EUR,2016-04-21 ,1.1355 
USD/EUR,2016-04-22 ,1.1263 
USD/EUR,2016-04-25 ,1.1264 
USD/EUR,2016-04-26 ,1.1287 
USD/EUR,2016-04-27 ,1.1303 
USD/EUR,2016-04-28 ,1.1358 
USD/EUR,2016-04-29 ,1.1403 
USD/EUR,2016-05-02 ,1.1493 
USD/EUR,2016-05-03 ,1.1569 
USD/EUR,2016-05-04 ,1.1505 
USD/EUR,2016-05-05 ,1.1439 
USD/EUR,2016-05-06 ,1.1427 
USD/EUR,2016-05-09 ,1.1395 
USD/EUR,2016-05-10 ,1.1375 
USD/EUR,2016-05-11 ,1.1409 
USD/EUR,2016-05-12 ,1.1389 
USD/EUR,2016-05-13 ,1.1348 
USD/EUR,2016-05-16 ,1.1324 
USD/EUR,2016-05-17 ,1.1318 
USD/EUR,2016-05-18 ,1.1279 
USD/EUR,2016-05-19 ,1.1197 
USD/EUR,2016-05-20 ,1.1219 
USD/EUR,2016-05-23 ,1.1215 
USD/EUR,2016-05-24 ,1.1168 
USD/EUR,2016-05-25 ,1.1146 
USD/EUR,2016-05-26 ,1.1168 
USD/EUR,2016-05-27 ,1.1168 
USD/EUR,2016-05-30 ,1.1139 
USD/EUR,2016-05-31 ,1.1154 
USD/EUR,2016-06-01 ,1.1174 
USD/EUR,2016-06-02 ,1.1188 
USD/EUR,2016-06-03 ,1.1154 
USD/EUR,2016-06-06 ,1.1349 
USD/EUR,2016-06-07 ,1.1348 
USD/EUR,2016-06-08 ,1.1378 
USD/EUR,2016-06-09 ,1.1343 
USD/EUR,2016-06-10 ,1.1304 
USD/EUR,2016-06-13 ,1.1268 
USD/EUR,2016-06-14 ,1.1225 
USD/EUR,2016-06-15 ,1.1230 
USD/EUR,2016-06-16 ,1.1174 
USD/EUR,2016-06-17 ,1.1254 
USD/EUR,2016-06-20 ,1.1332 
USD/EUR,2016-06-21 ,1.1314 
USD/EUR,2016-06-22 ,1.1283 
USD/EUR,2016-06-23 ,1.1389 
USD/EUR,2016-06-24 ,1.1066 
USD/EUR,2016-06-27 ,1.0998 
USD/EUR,2016-06-28 ,1.1073 
USD/EUR,2016-06-29 ,1.1090 
USD/EUR,2016-06-30 ,1.1102 
USD/EUR,2016-07-01 ,1.1135 
USD/EUR,2016-07-04 ,1.1138 
USD/EUR,2016-07-05 ,1.1146 
USD/EUR,2016-07-06 ,1.1069 
USD/EUR,2016-07-07 ,1.1080 
USD/EUR,2016-07-08 ,1.1070 
USD/EUR,2016-07-11 ,1.1049 
USD/EUR,2016-07-12 ,1.1092 
USD/EUR,2016-07-13 ,1.1072 
USD/EUR,2016-07-14 ,1.1157 
USD/EUR,2016-07-15 ,1.1128 
USD/EUR,2016-07-18 ,1.1053 
USD/EUR,2016-07-19 ,1.1035 
USD/EUR,2016-07-20 ,1.1013 
USD/EUR,2016-07-21 ,1.1015 
USD/EUR,2016-07-22 ,1.1014 
USD/EUR,2016-07-25 ,1.0982 
USD/EUR,2016-07-26 ,1.0997 
USD/EUR,2016-07-27 ,1.0991 
USD/EUR,2016-07-28 ,1.1090 
USD/EUR,2016-07-29 ,1.1113 
USD/EUR,2016-08-01 ,1.1164 
USD/EUR,2016-08-02 ,1.1193 
USD/EUR,2016-08-03 ,1.1200 
USD/EUR,2016-08-04 ,1.1136 
USD/EUR,2016-08-05 ,1.1156 
USD/EUR,2016-08-08 ,1.1087 
USD/EUR,2016-08-09 ,1.1078 
USD/EUR,2016-08-10 ,1.1184 
USD/EUR,2016-08-11 ,1.1153 
USD/EUR,2016-08-12 ,1.1158 
USD/EUR,2016-08-15 ,1.1180 
USD/EUR,2016-08-16 ,1.1295 
USD/EUR,2016-08-17 ,1.1276 
USD/EUR,2016-08-18 ,1.1321 
USD/EUR,2016-08-19 ,1.1326 
USD/EUR,2016-08-22 ,1.1306 
USD/EUR,2016-08-23 ,1.1339 
USD/EUR,2016-08-24 ,1.1268 
USD/EUR,2016-08-25 ,1.1290 
USD/EUR,2016-08-26 ,1.1290 
USD/EUR,2016-08-29 ,1.1170 
USD/EUR,2016-08-30 ,1.1168 
USD/EUR,2016-08-31 ,1.1132 
USD/EUR,2016-09-01 ,1.1146 
USD/EUR,2016-09-02 ,1.1193 
USD/EUR,2016-09-05 ,1.1156 
USD/EUR,2016-09-06 ,1.1159 
USD/EUR,2016-09-07 ,1.1237 
USD/EUR,2016-09-08 ,1.1296 
USD/EUR,2016-09-09 ,1.1268 
USD/EUR,2016-09-12 ,1.1226 
USD/EUR,2016-09-13 ,1.1247 
USD/EUR,2016-09-14 ,1.1218 
USD/EUR,2016-09-15 ,1.1254 
USD/EUR,2016-09-16 ,1.1226 
USD/EUR,2016-09-19 ,1.1165 
USD/EUR,2016-09-20 ,1.1184 
USD/EUR,2016-09-21 ,1.1150 
USD/EUR,2016-09-22 ,1.1238 
USD/EUR,2016-09-23 ,1.1214 
USD/EUR,2016-09-26 ,1.1262 
USD/EUR,2016-09-27 ,1.1220 
USD/EUR,2016-09-28 ,1.1225 
USD/EUR,2016-09-29 ,1.1221 
USD/EUR,2016-09-30 ,1.1161 
USD/EUR,2016-10-03 ,1.1236 
USD/EUR,2016-10-04 ,1.1161 
USD/EUR,2016-10-05 ,1.1211 
USD/EUR,2016-10-06 ,1.1185 
USD/EUR,2016-10-07 ,1.1140 
USD/EUR,2016-10-10 ,1.1160 
USD/EUR,2016-10-11 ,1.1079 
USD/EUR,2016-10-12 ,1.1020 
USD/EUR,2016-10-13 ,1.1038 
USD/EUR,2016-10-14 ,1.1002 
USD/EUR,2016-10-17 ,1.0994 
USD/EUR,2016-10-18 ,1.0993 
USD/EUR,2016-10-19 ,1.0979 
USD/EUR,2016-10-20 ,1.0980 
USD/EUR,2016-10-21 ,1.0886 
USD/EUR,2016-10-24 ,1.0891 
USD/EUR,2016-10-25 ,1.0872 
USD/EUR,2016-10-26 ,1.0925 
USD/EUR,2016-10-27 ,1.0927 
USD/EUR,2016-10-28 ,1.0922 
USD/EUR,2016-10-31 ,1.0946 
USD/EUR,2016-11-01 ,1.1025 
USD/EUR,2016-11-02 ,1.1095 
USD/EUR,2016-11-03 ,1.1064 
USD/EUR,2016-11-04 ,1.1093 
USD/EUR,2016-11-07 ,1.1062 
USD/EUR,2016-11-08 ,1.1038 
USD/EUR,2016-11-09 ,1.1022 
USD/EUR,2016-11-10 ,1.0895 
USD/EUR,2016-11-11 ,1.0904 
USD/EUR,2016-11-14 ,1.0777 
USD/EUR,2016-11-15 ,1.0765 
USD/EUR,2016-11-16 ,1.0702 
USD/EUR,2016-11-17 ,1.0717 
USD/EUR,2016-11-18 ,1.0629 
USD/EUR,2016-11-21 ,1.0631 
USD/EUR,2016-11-22 ,1.0617 
USD/EUR,2016-11-23 ,1.0602 
USD/EUR,2016-11-24 ,1.0548 
USD/EUR,2016-11-25 ,1.0592 
USD/EUR,2016-11-28 ,1.0588 
USD/EUR,2016-11-29 ,1.0576 
USD/EUR,2016-11-30 ,1.0635 
USD/EUR,2016-12-01 ,1.0627 
USD/EUR,2016-12-02 ,1.0642 
USD/EUR,2016-12-05 ,1.0702 
USD/EUR,2016-12-06 ,1.0734 
USD/EUR,2016-12-07 ,1.0730 
USD/EUR,2016-12-08 ,1.0762 
USD/EUR,2016-12-09 ,1.0559 
USD/EUR,2016-12-12 ,1.0596 
USD/EUR,2016-12-13 ,1.0610 
USD/EUR,2016-12-14 ,1.0644 
USD/EUR,2016-12-15 ,1.0419 
USD/EUR,2016-12-16 ,1.0439 
USD/EUR,2016-12-19 ,1.0422 
USD/EUR,2016-12-20 ,1.0364 
USD/EUR,2016-12-21 ,1.0421 
USD/EUR,2016-12-22 ,1.0444 
USD/EUR,2016-12-23 ,1.0446 
USD/EUR,2016-12-27 ,1.0445 
USD/EUR,2016-12-28 ,1.0401 
USD/EUR,2016-12-29 ,1.0453 
USD/EUR,2016-12-30 ,1.0541 
USD/EUR,2017-01-02 ,1.0465 
USD/EUR,2017-01-03 ,1.0385 
USD/EUR,2017-01-04 ,1.0437 
USD/EUR,2017-01-05 ,1.0501 
USD/EUR,2017-01-06 ,1.0589 
USD/EUR,2017-01-09 ,1.0516 
USD/EUR,2017-01-10 ,1.0567 
USD/EUR,2017-01-11 ,1.0503 
USD/EUR,2017-01-12 ,1.0679 
USD/EUR,2017-01-13 ,1.0661 
USD/EUR,2017-01-16 ,1.0594 
USD/EUR,2017-01-17 ,1.0684 
USD/EUR,2017-01-18 ,1.0664 
USD/EUR,2017-01-19 ,1.0668 
USD/EUR,2017-01-20 ,1.0632 
USD/EUR,2017-01-23 ,1.0715 
USD/EUR,2017-01-24 ,1.0748 
USD/EUR,2017-01-25 ,1.0743 
USD/EUR,2017-01-26 ,1.0700 
USD/EUR,2017-01-27 ,1.0681 
USD/EUR,2017-01-30 ,1.0630 
USD/EUR,2017-01-31 ,1.0755 
USD/EUR,2017-02-01 ,1.0790 
USD/EUR,2017-02-02 ,1.0808 
USD/EUR,2017-02-03 ,1.0741 
USD/EUR,2017-02-06 ,1.0712 
USD/EUR,2017-02-07 ,1.0675 
USD/EUR,2017-02-08 ,1.0665 
USD/EUR,2017-02-09 ,1.0692 
USD/EUR,2017-02-10 ,1.0629 
USD/EUR,2017-02-13 ,1.0629 
USD/EUR,2017-02-14 ,1.0623 
USD/EUR,2017-02-15 ,1.0555 
USD/EUR,2017-02-16 ,1.0652 
USD/EUR,2017-02-17 ,1.0650 
USD/EUR,2017-02-20 ,1.0616 
USD/EUR,2017-02-21 ,1.0537 
USD/EUR,2017-02-22 ,1.0513 
USD/EUR,2017-02-23 ,1.0573 
USD/EUR,2017-02-24 ,1.0609 
USD/EUR,2017-02-27 ,1.0587 
USD/EUR,2017-02-28 ,1.0597 
USD/EUR,2017-03-01 ,1.0533 
USD/EUR,2017-03-02 ,1.0514 
USD/EUR,2017-03-03 ,1.0565 
USD/EUR,2017-03-06 ,1.0592 
USD/EUR,2017-03-07 ,1.0576 
USD/EUR,2017-03-08 ,1.0556 
USD/EUR,2017-03-09 ,1.0551 
USD/EUR,2017-03-10 ,1.0606 
USD/EUR,2017-03-13 ,1.0663 
USD/EUR,2017-03-14 ,1.0631 
USD/EUR,2017-03-15 ,1.0622 
USD/EUR,2017-03-16 ,1.0726 
USD/EUR,2017-03-17 ,1.0737 
USD/EUR,2017-03-20 ,1.0752 
USD/EUR,2017-03-21 ,1.0802 
USD/EUR,2017-03-22 ,1.0807 
USD/EUR,2017-03-23 ,1.0786 
USD/EUR,2017-03-24 ,1.0805 
USD/EUR,2017-03-27 ,1.0889 
USD/EUR,2017-03-28 ,1.0859 
USD/EUR,2017-03-29 ,1.0748 
USD/EUR,2017-03-30 ,1.0737 
USD/EUR,2017-03-31 ,1.0691 
USD/EUR,2017-04-03 ,1.0661 
USD/EUR,2017-04-04 ,1.0651 
USD/EUR,2017-04-05 ,1.0678 
USD/EUR,2017-04-06 ,1.0666 
USD/EUR,2017-04-07 ,1.0630 
USD/EUR,2017-04-10 ,1.0578 
USD/EUR,2017-04-11 ,1.0616 
USD/EUR,2017-04-12 ,1.0605 
USD/EUR,2017-04-13 ,1.0630 
USD/EUR,2017-04-18 ,1.0682 
USD/EUR,2017-04-19 ,1.0725 
USD/EUR,2017-04-20 ,1.0745 
USD/EUR,2017-04-21 ,1.0698 
USD/EUR,2017-04-24 ,1.0848 
USD/EUR,2017-04-25 ,1.0891 
USD/EUR,2017-04-26 ,1.0893 
USD/EUR,2017-04-27 ,1.0881 
USD/EUR,2017-04-28 ,1.0930 
USD/EUR,2017-05-02 ,1.0915 
USD/EUR,2017-05-03 ,1.0919 
USD/EUR,2017-05-04 ,1.0927 
USD/EUR,2017-05-05 ,1.0961 
USD/EUR,2017-05-08 ,1.0938 
USD/EUR,2017-05-09 ,1.0888 
USD/EUR,2017-05-10 ,1.0882 
USD/EUR,2017-05-11 ,1.0860 
USD/EUR,2017-05-12 ,1.0876 
USD/EUR,2017-05-15 ,1.0972 
USD/EUR,2017-05-16 ,1.1059 
USD/EUR,2017-05-17 ,1.1117 
USD/EUR,2017-05-18 ,1.1129 
USD/EUR,2017-05-19 ,1.1179 
USD/EUR,2017-05-22 ,1.1243 
USD/EUR,2017-05-23 ,1.1215 
USD/EUR,2017-05-24 ,1.1193 
USD/EUR,2017-05-25 ,1.1214 
USD/EUR,2017-05-26 ,1.1196 
USD/EUR,2017-05-29 ,1.1188 
USD/EUR,2017-05-30 ,1.1173 
USD/EUR,2017-05-31 ,1.1221 
USD/EUR,2017-06-01 ,1.1219 
USD/EUR,2017-06-02 ,1.1217 
USD/EUR,2017-06-05 ,1.1249 
USD/EUR,2017-06-06 ,1.1258 
USD/EUR,2017-06-07 ,1.1217 
USD/EUR,2017-06-08 ,1.1229 
USD/EUR,2017-06-09 ,1.1176 
USD/EUR,2017-06-12 ,1.1221 
USD/EUR,2017-06-13 ,1.1217 
USD/EUR,2017-06-14 ,1.1203 
USD/EUR,2017-06-15 ,1.1166 
USD/EUR,2017-06-16 ,1.1167 
USD/EUR,2017-06-19 ,1.1199 
USD/EUR,2017-06-20 ,1.1156 
USD/EUR,2017-06-21 ,1.1147 
USD/EUR,2017-06-22 ,1.1169 
USD/EUR,2017-06-23 ,1.1173 
USD/EUR,2017-06-26 ,1.1187 
USD/EUR,2017-06-27 ,1.1278 
USD/EUR,2017-06-28 ,1.1375 
USD/EUR,2017-06-29 ,1.1413 
USD/EUR,2017-06-30 ,1.1412 
USD/EUR,2017-07-03 ,1.1369 
USD/EUR,2017-07-04 ,1.1353 
USD/EUR,2017-07-05 ,1.1329 
USD/EUR,2017-07-06 ,1.1385 
USD/EUR,2017-07-07 ,1.1412 
USD/EUR,2017-07-10 ,1.1387 
USD/EUR,2017-07-11 ,1.1405 
USD/EUR,2017-07-12 ,1.1449 
USD/EUR,2017-07-13 ,1.1417 
USD/EUR,2017-07-14 ,1.1415 
USD/EUR,2017-07-17 ,1.1462 
USD/EUR,2017-07-18 ,1.1555 
USD/EUR,2017-07-19 ,1.1533 
USD/EUR,2017-07-20 ,1.1485 
USD/EUR,2017-07-21 ,1.1642 
USD/EUR,2017-07-24 ,1.1648 
USD/EUR,2017-07-25 ,1.1694 
USD/EUR,2017-07-26 ,1.1644 
USD/EUR,2017-07-27 ,1.1694 
USD/EUR,2017-07-28 ,1.1729 
USD/EUR,2017-07-31 ,1.1727 
USD/EUR,2017-08-01 ,1.1812 
USD/EUR,2017-08-02 ,1.1829 
USD/EUR,2017-08-03 ,1.1860 
USD/EUR,2017-08-04 ,1.1868 
USD/EUR,2017-08-07 ,1.1797 
USD/EUR,2017-08-08 ,1.1814 
USD/EUR,2017-08-09 ,1.1731 
USD/EUR,2017-08-10 ,1.1732 
USD/EUR,2017-08-11 ,1.1765 
USD/EUR,2017-08-14 ,1.1797 
USD/EUR,2017-08-15 ,1.1744 
USD/EUR,2017-08-16 ,1.1710 
USD/EUR,2017-08-17 ,1.1697 
USD/EUR,2017-08-18 ,1.1740 
USD/EUR,2017-08-21 ,1.1761 
USD/EUR,2017-08-22 ,1.1771 
USD/EUR,2017-08-23 ,1.1799 
USD/EUR,2017-08-24 ,1.1806 
USD/EUR,2017-08-25 ,1.1808 
USD/EUR,2017-08-28 ,1.1925 
USD/EUR,2017-08-29 ,1.2048 
USD/EUR,2017-08-30 ,1.1916 
USD/EUR,2017-08-31 ,1.1825 
USD/EUR,2017-09-01 ,1.1920 
USD/EUR,2017-09-04 ,1.1905 
USD/EUR,2017-09-05 ,1.1890 
USD/EUR,2017-09-06 ,1.1931 
USD/EUR,2017-09-07 ,1.1971 
USD/EUR,2017-09-08 ,1.2060 
USD/EUR,2017-09-11 ,1.1997 
USD/EUR,2017-09-12 ,1.1933 
USD/EUR,2017-09-13 ,1.1979 
USD/EUR,2017-09-14 ,1.1885 
USD/EUR,2017-09-15 ,1.1963 
USD/EUR,2017-09-18 ,1.1948 
USD/EUR,2017-09-19 ,1.1972 
USD/EUR,2017-09-20 ,1.2007 
USD/EUR,2017-09-21 ,1.1905 
USD/EUR,2017-09-22 ,1.1961 
USD/EUR,2017-09-25 ,1.1867 
USD/EUR,2017-09-26 ,1.1787 
USD/EUR,2017-09-27 ,1.1741 
USD/EUR,2017-09-28 ,1.1778 
USD/EUR,2017-09-29 ,1.1806 
USD/EUR,2017-10-02 ,1.1744 
USD/EUR,2017-10-03 ,1.1753 
USD/EUR,2017-10-04 ,1.1787 
USD/EUR,2017-10-05 ,1.1742 
USD/EUR,2017-10-06 ,1.1707 
USD/EUR,2017-10-09 ,1.1746 
USD/EUR,2017-10-10 ,1.1797 
USD/EUR,2017-10-11 ,1.1830 
USD/EUR,2017-10-12 ,1.1856 
USD/EUR,2017-10-13 ,1.1810 
USD/EUR,2017-10-16 ,1.1803 
USD/EUR,2017-10-17 ,1.1759 
USD/EUR,2017-10-18 ,1.1749 
USD/EUR,2017-10-19 ,1.1834 
USD/EUR,2017-10-20 ,1.1818 
USD/EUR,2017-10-23 ,1.1740 
USD/EUR,2017-10-24 ,1.1761 
USD/EUR,2017-10-25 ,1.1785 
USD/EUR,2017-10-26 ,1.1753 
USD/EUR,2017-10-27 ,1.1605 
USD/EUR,2017-10-30 ,1.1612 
USD/EUR,2017-10-31 ,1.1638 
USD/EUR,2017-11-01 ,1.1612 
USD/EUR,2017-11-02 ,1.1645 
USD/EUR,2017-11-03 ,1.1657 
USD/EUR,2017-11-06 ,1.1590 
USD/EUR,2017-11-07 ,1.1562 
USD/EUR,2017-11-08 ,1.1590 
USD/EUR,2017-11-09 ,1.1630 
USD/EUR,2017-11-10 ,1.1654 
USD/EUR,2017-11-13 ,1.1656 
USD/EUR,2017-11-14 ,1.1745 
USD/EUR,2017-11-15 ,1.1840 
USD/EUR,2017-11-16 ,1.1771 
USD/EUR,2017-11-17 ,1.1795 
USD/EUR,2017-11-20 ,1.1781 
USD/EUR,2017-11-21 ,1.1718 
USD/EUR,2017-11-22 ,1.1749 
USD/EUR,2017-11-23 ,1.1848 
USD/EUR,2017-11-24 ,1.1877 
USD/EUR,2017-11-27 ,1.1952 
USD/EUR,2017-11-28 ,1.1888 
USD/EUR,2017-11-29 ,1.1827 
USD/EUR,2017-11-30 ,1.1849 
USD/EUR,2017-12-01 ,1.1885 
USD/EUR,2017-12-04 ,1.1865 
USD/EUR,2017-12-05 ,1.1847 
USD/EUR,2017-12-06 ,1.1817 
USD/EUR,2017-12-07 ,1.1786 
USD/EUR,2017-12-08 ,1.1742 
USD/EUR,2017-12-11 ,1.1796 
USD/EUR,2017-12-12 ,1.1766 
USD/EUR,2017-12-13 ,1.1736 
USD/EUR,2017-12-14 ,1.1845 
USD/EUR,2017-12-15 ,1.1806 
USD/EUR,2017-12-18 ,1.1795 
USD/EUR,2017-12-19 ,1.1823 
USD/EUR,2017-12-20 ,1.1845 
USD/EUR,2017-12-21 ,1.1859 
USD/EUR,2017-12-22 ,1.1853 
USD/EUR,2017-12-27 ,1.1895 
USD/EUR,2017-12-28 ,1.1934 
USD/EUR,2017-12-29 ,1.1993 
USD/EUR,2018-01-02 ,1.2065 
USD/EUR,2018-01-03 ,1.2023 
USD/EUR,2018-01-04 ,1.2065 
USD/EUR,2018-01-05 ,1.2045 
USD/EUR,2018-01-08 ,1.1973 
USD/EUR,2018-01-09 ,1.1932 
USD/EUR,2018-01-10 ,1.1992 
USD/EUR,2018-01-11 ,1.2017 
USD/EUR,2018-01-12 ,1.2137 
USD/EUR,2018-01-15 ,1.2277 
USD/EUR,2018-01-16 ,1.2230 
USD/EUR,2018-01-17 ,1.2203 
USD/EUR,2018-01-18 ,1.2235 
USD/EUR,2018-01-19 ,1.2255 
USD/EUR,2018-01-22 ,1.2239 
USD/EUR,2018-01-23 ,1.2249 
USD/EUR,2018-01-24 ,1.2352 
USD/EUR,2018-01-25 ,1.2407 
USD/EUR,2018-01-26 ,1.2436 
USD/EUR,2018-01-29 ,1.2379 
USD/EUR,2018-01-30 ,1.2421 
USD/EUR,2018-01-31 ,1.2457 
USD/EUR,2018-02-01 ,1.2459 
USD/EUR,2018-02-02 ,1.2492 
USD/EUR,2018-02-05 ,1.2440 
USD/EUR,2018-02-06 ,1.2329 
USD/EUR,2018-02-07 ,1.2338 
USD/EUR,2018-02-08 ,1.2252 
USD/EUR,2018-02-09 ,1.2273 
USD/EUR,2018-02-12 ,1.2263 
USD/EUR,2018-02-13 ,1.2333 
USD/EUR,2018-02-14 ,1.2348 
USD/EUR,2018-02-15 ,1.2493 
USD/EUR,2018-02-16 ,1.2464 
USD/EUR,2018-02-19 ,1.2410 
USD/EUR,2018-02-20 ,1.2340 
USD/EUR,2018-02-21 ,1.2312 
USD/EUR,2018-02-22 ,1.2276 
USD/EUR,2018-02-23 ,1.2299 
USD/EUR,2018-02-26 ,1.2320 
USD/EUR,2018-02-27 ,1.2301 
USD/EUR,2018-02-28 ,1.2214 
USD/EUR,2018-03-01 ,1.2171 
USD/EUR,2018-03-02 ,1.2312 
USD/EUR,2018-03-05 ,1.2307 
USD/EUR,2018-03-06 ,1.2411 
USD/EUR,2018-03-07 ,1.2417 
USD/EUR,2018-03-08 ,1.2421 
USD/EUR,2018-03-09 ,1.2291 
USD/EUR,2018-03-12 ,1.2302 
USD/EUR,2018-03-13 ,1.2378 
USD/EUR,2018-03-14 ,1.2369 
USD/EUR,2018-03-15 ,1.2341 
USD/EUR,2018-03-16 ,1.2301 
USD/EUR,2018-03-19 ,1.2309 
USD/EUR,2018-03-20 ,1.2276 
USD/EUR,2018-03-21 ,1.2286 
USD/EUR,2018-03-22 ,1.2316 
USD/EUR,2018-03-23 ,1.2346 
USD/EUR,2018-03-26 ,1.2411 
USD/EUR,2018-03-27 ,1.2376 
USD/EUR,2018-03-28 ,1.2398 
USD/EUR,2018-03-29 ,1.2321 
USD/EUR,2018-04-03 ,1.2308 
USD/EUR,2018-04-04 ,1.2276 
USD/EUR,2018-04-05 ,1.2260 
